brand,product_name,parent_category,child_category,materials,price
Superdry,Bardot Off Shoulder Top,Tops,Shirt/Blouse,Organic Cotton 100%,36.95
Superdry,Short Sleeve Embroidered Button Top,Tops,Shirt/Blouse,cotton 100%,59.95
Superdry,Scoop Neck T-Shirt,Tops,T-shirt,"TENCEL™ Lyocell 40%, cotton 60%",29.95
Superdry,Studios Scoop Neck T-Shirt,Tops,T-shirt,"lyocell 40%, cotton 60%",29.95
Superdry,Scoop Neck T-Shirt,Tops,T-shirt,"lyocell 40%, cotton 60%",29.95
Superdry,Studios Scoop Neck T-Shirt,Tops,T-shirt,"TENCEL™ Lyocell 40%, cotton 60%",29.95
Superdry,Velour Zip Hoodie,Tops,Hoodie/Sweatshirt,"cotton 80%, polyester 20%",84.95
Superdry,Oversized Textured Stripe Pocket T-Shirt,Tops,T-shirt,cotton 100%,39.95
Superdry,Scoop Neck Tank Top,Tops,Shirt/Blouse,"lyocell 40%, cotton 60%",26.95
Superdry,Ladder Trim Cami Top,Tops,Shirt/Blouse,cotton 100%,39.95
Superdry,Mid Rise Chino,Bottoms,Trousers/Chinos,"elastane 3%, cotton 97%",74.95
Superdry,Mid Rise Chino,Bottoms,Trousers/Chinos,"elastane 3%, cotton 97%",74.95
Superdry,Organic Cotton Mid Rise Slim Jeans,Bottoms,Jeans,"elastomultiester 2%, modal 11%, lyocell 6%, elastane 1%, cotton 80%",99.95
Superdry,Mid Rise Straight Leg Jean,Bottoms,Trousers/Chinos,Organic Cotton 100%,99.95
Marks & Spencer,Animal Print Crew Neck Jumper,Tops,Sweater/Cardigan,100% acrylic (exclusive of trimmings),25.4
Marks & Spencer,Denim Studded Shacket,Outerwear,Jacket,100% cotton (exclusive of trimmings),76.2
Marks & Spencer,Crepe Box Pleat Shift Dress,Dresses & Jumpsuits,Dress,"92% polyester, 8% elastane (exclusive of trimmings)",113.03
Marks & Spencer,Borg Lightweight Hooded Jacket,Outerwear,Jacket,100% polyester (exclusive of trimmings),50.8
Marks & Spencer,Faux Leather Mini Skirt,Bottoms,Skirt,"61% polyurethane, 38% polyester and 1% metallic (exclusive of trimmings)",38.1
Marks & Spencer,Floral Midi Shirt Dress,Dresses & Jumpsuits,Dress,100% viscose,171.45
Marks & Spencer,High Waisted Jeggings,Bottoms,Jeans,"38% cotton, 32% polyester, 12% acrylic, 10% elastane, 8% viscose",29.21
Marks & Spencer,Pure Cotton Floral Embroidered Shirt,Tops,Shirt/Blouse,"100% cotton (exclusive of trimmings) , Embroidery Threads - 100% polyester",58.42
Marks & Spencer,Supersoft Striped Crew Neck Jumper,Tops,Shirt/Blouse,100% acrylic (exclusive of trimmings),25.4
Marks & Spencer,Borg Lightweight Hooded Jacket,Outerwear,Jacket,100% polyester (exclusive of trimmings),50.8
Marks & Spencer,Linen Rich Printed Cami Top,Tops,Shirt/Blouse,"55% linen, 45% viscose (exclusive of trimmings)",37.47
Marks & Spencer,Air-Yarn V-Neck Jumper,Tops,Sweater/Cardigan,"51% polyester, 41% acrylic, 5% wool and 3% elastane (exclusive of trimmings)",33.02
Marks & Spencer,Cotton Rich Asymmetric Short Trench Coat,Outerwear,Coat,"66% cotton, 34% viscose",82.55
Marks & Spencer,Cotton Rich Striped Collared Fitted Shirt,Tops,Shirt/Blouse,"73% cotton, 23% polyester, 4% elastane (exclusive of trimmings)",22.23
Marks & Spencer,Pure Cotton V-Neck Tie Detail Wrap Shirt,Tops,Shirt/Blouse,100% cotton (exclusive of trimmings),45.72
Marks & Spencer,Bow Detail Top,Tops,Shirt/Blouse,"100% polyester, Lining - 100% polyester",58.42
Marks & Spencer,Jersey Hardware Detail Dress,Dresses & Jumpsuits,Dress,"94% polyamide, 6% elastane (exclusive of trimmings)",45.72
Marks & Spencer,Pure Cotton Shirred Waisted Maxi Dress,Dresses & Jumpsuits,Dress,100% cotton (exclusive of trimmings),50.16
Marks & Spencer,Pure Cotton Cropped Collared Shirt,Tops,Shirt/Blouse,100% cotton (exclusive of trimmings),33.02
Marks & Spencer,Air-Yarn V-Neck Jumper,Tops,Sweater/Cardigan,"51% polyester, 41% acrylic, 5% wool and 3% elastane (exclusive of trimmings)",33.02
Marks & Spencer,V-Neck Cropped Cardigan with Alpaca,Tops,Sweater/Cardigan,"43% polyamide, 20% alpaca, 20% wool, 14% acrylic, and 3% elastane",44.45
Marks & Spencer,Air-Yarn Button Front Short Sleeve Cropped Cardigan,Tops,Sweater/Cardigan,"51% polyester, 41% acrylic, 5% wool and 3% elastane (exclusive of trimmings)",33.02
Marks & Spencer,Cropped Jacket,Outerwear,Jacket,100% cotton (embroidery threads),88.9
Marks & Spencer,Collared Button Front Short Sleeve Cropped Cardigan with Alpaca,Tops,Sweater/Cardigan,"90% polyester, 8% alpaca and 2% elastane",38.1
Marks & Spencer,Air-Yarn Button Front Short Sleeve Cropped Cardigan,Tops,Sweater/Cardigan,"51% polyester, 41% acrylic, 5% wool and 3% elastane (exclusive of trimmings)",33.02
Marks & Spencer,Collared Button Front Short Sleeve Cropped Cardigan with Alpaca,Tops,Sweater/Cardigan,"90% polyester, 8% alpaca and 2% elastane",38.1
Marks & Spencer,Alpaca Blend Button Front Cropped Cardigan,Tops,Sweater/Cardigan,"35% wool, 35% alpaca, 27% polyamide and 3% elastane",69.85
Marks & Spencer,Keyhole Cosy Flute Sleeves Top,Tops,Shirt/Blouse,"91% polyester, 9% elastane (exclusive of trimmings)",29.21
Marks & Spencer,Soft Touch Striped Crew Neck Jumper,Tops,Sweater/Cardigan,"52% viscose, 29% polyester and19% polyamide (exclusive of trimmings)",38.1
Marks & Spencer,Cloud-Yarn Ribbed V-Neck Jumper,Tops,Sweater/Cardigan,"57% polyester, 34% acrylic and 9% polyamide",45.72
Marks & Spencer,Cloud-Yarn Pocket Crew Neck Knitted Waistcoat,Tops,Shirt/Blouse,"57% polyester, 34% acrylic and 9% polyamide",35.56
Marks & Spencer,Pure Cotton Embellished Tie Front Gilet,Outerwear,Jacket,"100% cotton (exclusive of trimmings) , Lining - 100% polyester , Wadding / stuffing (thick layer of continuous fabric within a coat/jacket) - 100% polyester",76.2
Marks & Spencer,Wool Rich Pleated Wide Leg Trousers,Bottoms,Trousers/Chinos,"70% wool, 28% polyester and 2% elastane",125.73
Marks & Spencer,Striped Ribbed Stitch Detail Top,Tops,Shirt/Blouse,"98% viscose, 2% elastane (exclusive of trimmings)",57.15
Marks & Spencer,Panelled Asymmetric Waistcoat,Tops,Shirt/Blouse,"67% polyester, 29% viscose, 4% elastane",57.15
Marks & Spencer,Bandeau Ankle Grazer Tailored Jumpsuit,Dresses & Jumpsuits,Dress,"92% polyester, 8% elastane(exclusive of trimmings) , Lining - 100% polyester",63.5
Marks & Spencer,Cable Knit Relaxed Jumper with Alpaca,Tops,Sweater/Cardigan,"52% polyester, 31% acrylic, 9% polyamide and 8% alpaca (exclusive of trimmings)",50.16
Marks & Spencer,Air-Yarn Button Front Short Sleeve Cropped Cardigan,Tops,Sweater/Cardigan,"51% polyester, 41% acrylic, 5% wool and 3% elastane (exclusive of trimmings)",33.02
Marks & Spencer,Soft Touch Fitted Cardigan,Tops,Sweater/Cardigan,"50% acrylic, 50% viscose",45.72
Marks & Spencer,Cotton Rich Collared Utility Car Coat,Outerwear,Coat,"38% polyester, 62% cotton (exclusive of trimmings), Lining - 100% polyester, Padding - 100% polyester, Cord trim - 99% cotton, 1% elastane",127.0
Marks & Spencer,Air-Yarn Button Front Short Sleeve Cropped Cardigan,Tops,Sweater/Cardigan,"51% polyester, 41% acrylic, 5% wool and 3% elastane (exclusive of trimmings)",33.02
Marks & Spencer,Animal Print Crew Neck Jumper,Tops,Sweater/Cardigan,100% acrylic (exclusive of trimmings),25.4
Marks & Spencer,Cloud-Yarn Pocket Crew Neck Knitted Waistcoat,Tops,Shirt/Blouse,"57% polyester, 34% acrylic and 9% polyamide",35.56
Marks & Spencer,Soft Touch Striped Knitted Rugby Top,Tops,Sweater/Cardigan,"51% viscose, 27% polyester and 22% polyamide (exclusive of trimmings)",45.72
Marks & Spencer,V-Neck Cropped Cardigan with Alpaca,Tops,Sweater/Cardigan,"43% polyamide, 20% alpaca, 20% wool, 14% acrylic, and 3% elastane",44.45
